"title";"info";"url";"Num"
"¡BIENVENIDO A EMPREGEST!";"Bienvenido a la primera versión de EmpreGest, un servicio multiplataforma con la capacidad de solucionar los problemas que afrontan las empresas con una alta proyección, Aurora Studios se ha enfocado en hacer del servicio el mejor posible, para contribuir haga clic aqui:";"https://github.com/ZairDeLuque/EmpreGest";0
